cid,text,time,author,channelId,videoId
Ugzt-UiXj8hKgESUU3t4AaABAg.ABcb3GMuBczABtxBvO3m4S,@UbikaKhanalsamee she broke up with me 2 days ago…,3 months ago,@xxandwaxx-y3z,UCdL7tY_Cueafd_H68IztZeA,pvnZkavIIzc
Ugzt-UiXj8hKgESUU3t4AaABAg.ABcb3GMuBczAEHZEePntva,"how r u nowwww?? he js broke up w me last jan 26 which was our monthsary too we've been tgt 1yr and idk how many months i tend to forget, girl being single is awesome try seeing life in a bright side!! im feeling much better now that he's gone n i know u could do it too! just don't ever go back, never go back to the person who's the reason of your tears, loveuu girl!! go explore n surround yourself w ppl who uplifts u and try to love your own company, love yourself more",1 month ago (edited),@FelicityTambog,UC5YT03umqodLwDlGwan1xhQ,pvnZkavIIzc
UgzlDrRcWqEEEI6ZrFB4AaABAg.ABc_fS0ypgKABcbVnkBPZB,UNDERRATED COMMENT EEEE,3 months ago,@spidey._.s3nses,UC93LCxGdRxGKiaZbLZMZrcA,pvnZkavIIzc
UgzlDrRcWqEEEI6ZrFB4AaABAg.ABc_fS0ypgKABcfJmVcum4,​ @spidey._.s3nses 😔😔,3 months ago,@Niharikashill9859,UCFTSYsNgeW8lKsUSc6yXDZw,pvnZkavIIzc
UgzlDrRcWqEEEI6ZrFB4AaABAg.ABc_fS0ypgKAFY11y54is2,Lol,2 weeks ago,@toniyapsx,UCAp7gQZ5UIlk257LbKIC1Mg,pvnZkavIIzc
Ugyj1L7sLcP6ocNfbNB4AaABAg.ABcc7vFvuQeABccy0BFdGC,bot,3 months ago,@run_immune,UCpFwmk8n_aKYi2ijZ782kRw,pvnZkavIIzc
UgykV3FrWKYnc3zzkwl4AaABAg.ABc_huvshyvABcdHgj4yG1,🔥🇰🇷🔥,3 months ago,@user-nc7jj7vx2z,UCUuLZvAq_wS05t24fO15JNA,pvnZkavIIzc
UgykV3FrWKYnc3zzkwl4AaABAg.ABc_huvshyvABcf1Uk16Ix,Yeah even when they left they still uploaded for us,3 months ago,@4you2C,UCZXXXN56TGuILrbC0PEONAw,pvnZkavIIzc
UgykV3FrWKYnc3zzkwl4AaABAg.ABc_huvshyvABcl2TdQdPu,The korean content is so confusing for me cz she uploads them randomly like one video shes at her apartment the next they're all in korea😭,3 months ago,@mayub22,UCJzVCIQidimlj-2xYO6T9CQ,pvnZkavIIzc
UgykV3FrWKYnc3zzkwl4AaABAg.ABc_huvshyvABco5lmAGf0,Their already back from Korea but these Korea videos are just older videos,3 months ago,@erenjaegerglazer,UC2KPhrCNlgxgj_QD54QSuiA,pvnZkavIIzc
UgykV3FrWKYnc3zzkwl4AaABAg.ABc_huvshyvABdYBj-AJRE, @mayub22 it’s bc the Korean vids it’s precorded this vid was in the summer,3 months ago,@Yuraluv,UCEge_MPjBa9e5AjI11MlpGQ,pvnZkavIIzc
UgykV3FrWKYnc3zzkwl4AaABAg.ABc_huvshyvABqXJutipOw, @mayub22 real that’s what I was thinking like before I really thought she was travelling in and out every 2 weeks to month but it makes more sense if its prerecorded,3 months ago,@L1Zxxzx,UCU9nZHr0E7YtQg32ZXryI4w,pvnZkavIIzc
Ugx2t4hiDqOOiS-0aft4AaABAg.ABc_fLM-6HUABc_rZbinsr,FOR REAL,3 months ago,@hanabanana3674,UCzCCnhL62NRo3sgRDgnqraA,pvnZkavIIzc
Ugx2t4hiDqOOiS-0aft4AaABAg.ABc_fLM-6HUABca5DqkD1N,SAMEEE😊,3 months ago,@Enoranora,UC79PuHMJdl0-UJxy4f580Fw,pvnZkavIIzc
Ugx2t4hiDqOOiS-0aft4AaABAg.ABc_fLM-6HUABcaHvoS80Q,YESSS,3 months ago,@moziinda,UCKYefsEXoT5IjkcYjAbX9ig,pvnZkavIIzc
Ugx2t4hiDqOOiS-0aft4AaABAg.ABc_fLM-6HUABceuTBTwJQ,FR,3 months ago,@4you2C,UCZXXXN56TGuILrbC0PEONAw,pvnZkavIIzc
Ugx2t4hiDqOOiS-0aft4AaABAg.ABc_fLM-6HUABch-Tlu-PQ,SAME🤗,3 months ago,@kemarreid123,UCXr7ROm723Dvg6ND9Py2yuQ,pvnZkavIIzc
Ugx2t4hiDqOOiS-0aft4AaABAg.ABc_fLM-6HUABchoYe-f9S,FR,3 months ago,@bsfswher.,UCTegIKVgPi9XFXwHKDIzNwg,pvnZkavIIzc
Ugx2t4hiDqOOiS-0aft4AaABAg.ABc_fLM-6HUABcif2PVhc2,girl they have to pay bills,3 months ago,@lunarmoth44,UCDL_SjqqntkrOrVjqnLXLdg,pvnZkavIIzc
Ugx2t4hiDqOOiS-0aft4AaABAg.ABc_fLM-6HUABckrk_K1I5,wdym this year its almost 2025,3 months ago,@Arronrom,UCR1WgooBnBEjRaWpdzeiUYQ,pvnZkavIIzc
Ugx2t4hiDqOOiS-0aft4AaABAg.ABc_fLM-6HUABcpx66oLH3,Spoiling? We’re the reason why shes rich lmao stupid,3 months ago,@Ayesha-t2l,UCfp0tMAsvCPbIymxrzZH53g,pvnZkavIIzc
Ugx2t4hiDqOOiS-0aft4AaABAg.ABc_fLM-6HUABct0Dm8aBw,I mean she makes money that way so,3 months ago,@anyways4300,UCanFZ7nZNWnmDLX74QFu62A,pvnZkavIIzc
Ugx2t4hiDqOOiS-0aft4AaABAg.ABc_fLM-6HUABcu6WoXjvg,I love u❤❤❤❤❤,3 months ago,@literatureliterature2787,UCKOIwh1UqhEVmk8q4dn74Cw,pvnZkavIIzc
Ugx2t4hiDqOOiS-0aft4AaABAg.ABc_fLM-6HUABcw2czmcWb, @Ayesha-t2l chill,3 months ago,@SM3LLYJ3M,UCMmMfAqo9Gzc0xE-TWClqXQ,pvnZkavIIzc
Ugx2t4hiDqOOiS-0aft4AaABAg.ABc_fLM-6HUABcw4E0lHMM, @Arronrom ? Wdym,3 months ago,@SM3LLYJ3M,UCMmMfAqo9Gzc0xE-TWClqXQ,pvnZkavIIzc
Ugx2t4hiDqOOiS-0aft4AaABAg.ABc_fLM-6HUABcz6VnfWoW,IKR I js clicked on this vid and was like wait a min then clicked of to see when the last vid was posted lol,3 months ago,@EmmaMooney-dq7pk,UCvugKVj_wKIomnIx-FwrolA,pvnZkavIIzc
Ugx2t4hiDqOOiS-0aft4AaABAg.ABc_fLM-6HUABd-tdFYbjI,tanghulu isnt korean tho its chinese,3 months ago,@yumiz-f6d,UCqIL5SUGpXcuXWkvJhcoqUA,pvnZkavIIzc
Ugx2t4hiDqOOiS-0aft4AaABAg.ABc_fLM-6HUABdOXVHMQzF, @Arronrom  it’s still 2024 so 💀,3 months ago,@strawakoo,UCR1WHFVQkg2sC3U2g0NTmRw,pvnZkavIIzc
Ugx2t4hiDqOOiS-0aft4AaABAg.ABc_fLM-6HUABdShJw0ecM,​ @Ayesha-t2l why ru still wachin them if yu goin to hate💀?,3 months ago,@User6940p4,UCiR7Hp_LAEpaw7XMnaZTMxg,pvnZkavIIzc
Ugx2t4hiDqOOiS-0aft4AaABAg.ABc_fLM-6HUABdfMIceNiL,You? You mean WE?,3 months ago,@Naodoll.ysStaromi,UCOuo6anVw5t3OcrywyI33Kw,pvnZkavIIzc
Ugx2t4hiDqOOiS-0aft4AaABAg.ABc_fLM-6HUABdgJtIg5Vi,Same like-😍‼️✨❤️💋,3 months ago,@KP0P_L0VA,UCiDze2TMUb-YBCwPxPtnuMQ,pvnZkavIIzc
Ugx2t4hiDqOOiS-0aft4AaABAg.ABc_fLM-6HUABdnYLsVba2, @Ayesha-t2l  well i never said we werent did i? exactly.,3 months ago,@kais_diaryy,UC-4ENF6AFyeu8LcG68Bxq2w,pvnZkavIIzc
