cid,text,time,author,channelId,videoId
UgzC8652j7tfrFlYKkZ4AaABAg.ACVtGgGYVQ8ACVuZO3BB0Y,"so nice to see Christine Evelyn Mackie talked about here, her good works are speaking already and like a wide fire she is spreading",3 months ago,@Stefano-i3c,UCECLiaTV0Y5UkwQdtfSW06A,LX7VtxMCAVM
UgzC8652j7tfrFlYKkZ4AaABAg.ACVtGgGYVQ8ACVu_UNdbyl,Hallelujah.God still works wonders.I place myself in position for such miracles and testimonies,3 months ago,@Stefano-i3c,UCECLiaTV0Y5UkwQdtfSW06A,LX7VtxMCAVM
UgzC8652j7tfrFlYKkZ4AaABAg.ACVtGgGYVQ8ACVukM0sPrl,"may God bless Christine Evelyn Mackie services, she has changed thousands of lives globally",3 months ago,@Eddiekingrey,UC7O7wb32TYlMJqbDrS2Yt2w,LX7VtxMCAVM
UgzC8652j7tfrFlYKkZ4AaABAg.ACVtGgGYVQ8ACVuoSx0a06,"she has been a blessing to me and my family, all thanks to my wife for introducing me to this",3 months ago,@Eddiekingrey,UC7O7wb32TYlMJqbDrS2Yt2w,LX7VtxMCAVM
UgzC8652j7tfrFlYKkZ4AaABAg.ACVtGgGYVQ8ACVv02sA6nz,"yes!!! Ms Christine Evelyn Mackie is a God sent,she is well know for her good personality and successful service here in Canada 🇨🇦",3 months ago,@OrchRobert,UC22LsAlKyZ_0P6c0DhgSNvA,LX7VtxMCAVM
UgzC8652j7tfrFlYKkZ4AaABAg.ACVtGgGYVQ8ACVvFxp4GVr,YES!!! that's exactly her name (Mrs Christine Evelyn Mackie ) so many people have recommended highly about her and I'm just starting with her from Brisbane Australia,3 months ago,@Annettelongwalker,UCeEcDkDHKQaHEFfrHV08L8w,LX7VtxMCAVM
UgzC8652j7tfrFlYKkZ4AaABAg.ACVtGgGYVQ8ACVvTFlgcl7,"Many are saving up in her foundation for peace of mind and with confidence,that where I can recommend Newbies to learn and to know how to trade.",3 months ago,@Elainewoodcox,UC-nzGiIp9l4bP9beERQ0x5A,LX7VtxMCAVM
UgzC8652j7tfrFlYKkZ4AaABAg.ACVtGgGYVQ8ACVvUPSr1EN,"My mom's friend Nisha works on her guidance, together with her friends, reference, even i",3 months ago,@Elainewoodcox,UC-nzGiIp9l4bP9beERQ0x5A,LX7VtxMCAVM
UgzC8652j7tfrFlYKkZ4AaABAg.ACVtGgGYVQ8ACVvel8dRgs,I have heard a lot of wonderful things about Mrs CHRISTINE EVELYN MACKIE on the news but didn't believe it until now. I'm definitely trying it out,3 months ago,@AndrewWalter-h2s,UCCLqePrHmhdxJJ46H6BflLA,LX7VtxMCAVM
UgzC8652j7tfrFlYKkZ4AaABAg.ACVtGgGYVQ8ACVvlIyyPpn,Please how can I contact her directly 🙏🙏,3 months ago,@AndrewWalter-h2s,UCCLqePrHmhdxJJ46H6BflLA,LX7VtxMCAVM
