cid,text,time,author,channelId,videoId
Ugx8YqRiMNhh4jFBAs54AaABAg.A8ifPJ0cMfnA8pXyXxN9FG,좋게봐주셔서 감사해요 히ㅣ..❤❤ 저도 컵라면 장면 편집할 때 물 올리러갈까 백번도 넘게 고민한거 같아요😂,6 months ago,@jhyun_u,UCyG7zAV_2JlPnxhwDxZN6sA,dMzBo6LT3bM
UgxlbzNDiUyaup1mHO14AaABAg.A7lncZz8wx0A7loNeBaBcQ,좋게봐주셔서 감사해요..❤댓글도 넘 따숩고 다정한 꿍이님 ㅠㅠㅠㅠ,7 months ago,@jhyun_u,UCyG7zAV_2JlPnxhwDxZN6sA,dMzBo6LT3bM
UgyDbM3RZibeaidCStN4AaABAg.A7lpe1QxeB5A7m9Ajs9TRo,부족한 점이 많지만 ㅠㅠ 좋게봐주셔서 너무 감사해요..❤️,7 months ago,@jhyun_u,UCyG7zAV_2JlPnxhwDxZN6sA,dMzBo6LT3bM
UgztoU-_tcMvSfI3slN4AaABAg,I clicked so fast on the first video and got confused when it said it's private 😂 and I was commenting on the second time video and it's suddenly gone 🤣 I was soo confused.The way you organized your fridge was sooo helpful unnie and your dishes make me hungry every time I watch them🩵,7 months ago,@Cosmiclatte-qn9ky,UCwaYITpnuSCbUH0oxwnZjRA,dMzBo6LT3bM
Ugztx81BX8CqZLi111F4AaABAg,I love your videos. They calm me down and just are so pleasing. A perfect way to end the day❤❤❤,7 months ago,@halazia142,UCZXfBGXu3G6Dc9i7HE7lqXQ,dMzBo6LT3bM
UgxcumDJ2iaYfOoaWTt4AaABAg,"omg! i missed a lot for reaaal. i watched most of your cooking video when you're still living alone and now you're married??!
i'm sooo happy for you jihyun!!!",6 months ago,@freyjaeloise,UCteFPKahwwVsLhEcVROlhNg,dMzBo6LT3bM
Ugw5-ekNChUG82Ppsg94AaABAg,늘 말하고 싶던 포인트는 남편분이랑 같이 식사하실 때 마다 너무 맛있다 정말 맛있다 이런 말하면서 먹는 장면이 진짜 너무 좋아요! 요리한 지현꿍님이 더 보람을 느끼겠지만 영상을 보면서 이 가족 정말 건강하다 느껴진달까나... 저런 말을 계속 하고 사는 게 중요한 거 같아여... 그래서 마음이 더 포근해졌던 영상이었슴다 ㅎㅎㅎ 저도 가지 좋아해요! 그리고 그릇 보는 재미도 짱 ㅠㅠ 그릇 브리핑? 같은 걸 기획해보셔도 좋을 거 같아요 우리집 1등 공신 여기 저기 다 어울린다 쪽 그릇과 이 친구는 다른 친구들과 함께를 거부하는 주인공 격 그릇ㅋㅋㅋㅋㅋㅋㅋㅋ 늘 컵이나 그릇 구경하는 재미도 놓치지 않고 체크한답니다 ㅋㅋㅋㅋ 곧 해운대 가는데 저 집 한 번 생각해봐야겠오요 ㅎㅎㅎㅎㅎ 오늘도 너무 너무 재밌게 잘 봤어요! 다음 영상에서 기다리고 있을게욥!,7 months ago,@delightful-winter,UCLMQL33DP4eFhUu0miTiBng,dMzBo6LT3bM
UgzmNso81Hb736lzNOB4AaABAg,Your husband is so sweet to praise every meal u cooked for him! 👍🏼,7 months ago,@theagakcook,UCC6Oi05CvoaqNHW3KLHXTSQ,dMzBo6LT3bM
UgzoxbQeJjw2ftwR0454AaABAg,"丈夫真是貼心的人
每次妳辛苦料理的食材都是讓他稱讚不巳
真是嫁對人了😊",7 months ago,@笨珊,UCRZ-_GULvCzE1MIAYj_Wjsw,dMzBo6LT3bM
UgzDKrVkfVmcyABKeyp4AaABAg,"Yes, I am here in the middle of the night watching a vlog. I just like it watching every time. ❤😂",7 months ago,@wincele,UC2lOHXDFArbRSkNz0Jm5xDw,dMzBo6LT3bM
UgxDTGn6L5uSRmubbj94AaABAg,"네 영상 하나하나가 날 편안하게 해, 학교 때부터 지금까지 널 따라 다녔어, 내가 가장 좋아하는 채널은 지현이야 ❤",6 months ago,@naabilaa,UCb7MM151q24XcIWCZwDVDeA,dMzBo6LT3bM
UgwBdnGLRZ8_0WKjiUB4AaABAg,"your husband lucky to have you cooking good foods for him, and you are lucky cause he is appreciative hihiihi",3 months ago,@Aira09Maharani,UCaHk6i22DkHbxbbdMo4lo1A,dMzBo6LT3bM
UgzCgXPC2akh0Dd-I7Z4AaABAg,"I'm really happy to see your videos, Sogama is always enthusiastic about making other videos❤❤❤",6 months ago,@NisaSunita,UCdkIujCvbP4lKleMHYkqV9w,dMzBo6LT3bM
Ugy-ZOj0hh2xZjwQ7iV4AaABAg,I find it so cute that your husband always loves and looks excited to eat your food,5 months ago,@reginanogueira7405,UCnAwOHMkQtdDPOdzByUwEwQ,dMzBo6LT3bM
UgyQm9tXoy70yJhd1nZ4AaABAg,17:38 يعمري انتِ صدق زوجكِ لطيف😭🤌,6 months ago,@5ixk,UCC5XkWswXtv-PRup3hZEK_Q,dMzBo6LT3bM
UgxQxbWS7S6w1U-RB2R4AaABAg,"U It's been a long time since I saw your video. Before, you were eating alone, now you're eating together. Congratulations on your marriage. I support you because your cooking looks delicious. ❤❤",6 months ago,@anastasya7012,UCagG5Fc9T8KDp8bobSuyUyg,dMzBo6LT3bM
UgyalJJ2TpLpYHr2gtl4AaABAg,"I've been here since you're still a student, now you're married 🥺💗",6 months ago (edited),@iluvgarlicbreadsm4945,UCed30kQHdyHW9L-SBlVYCcA,dMzBo6LT3bM
UgwQKge_VOqL0yak01F4AaABAg,콩나물 씹는소리 넘 죠음•••,2 weeks ago,@miso8812,UC7AOIz184fuqi0Te3ZZxjpQ,dMzBo6LT3bM
UgzUz5O0DS0Z84V2z5x4AaABAg,omg the toast plates are everything!!! love them and your cooking!,6 months ago,@futarina,UC5Mhbxn0_GY3AVvETxmtQYQ,dMzBo6LT3bM
UgzVXep-T-ZGOEVvoUx4AaABAg,지현 남편이 너무 사랑스럽고 아내를 정말 사랑하고 말 한마디 한마디가 칭찬이에요 <3 <3 <3,4 months ago,@anhnguyenngoc792,UCQ5zpRSkZ-xAUhgTa2MwyUQ,dMzBo6LT3bM
UgwkFXV4CW2hQmup5XZ4AaABAg,The Rasberry your Husband bought from Bankok trip is a product from Vietnam. It was written SINH TỐ (smoothie) PHÚC BỒN TỬ (Raspberry). 🎉🎉🎉,6 months ago,@fairywritesfairytales,UCmTezNY7mr5Sfw-JWb1ql6g,dMzBo6LT3bM
UgzI56n-w_kpFp3ivqR4AaABAg,"更新されたら嬉しくて、毎回癒されています☺️ご夫婦仲が良くて素敵🥺✨
料理の時に日本の食材が出てきて嬉しいです☺️私もゆうげの味噌汁好きです😍いつもありがとうございます💕",6 months ago (edited),@ayumi0507,UCxgWQS1-k1uPfhNCcDIXz6Q,dMzBo6LT3bM
Ugw1Qs1zC5bKdscpvEF4AaABAg,"나는 언니의 브런치가 눈에 띄어서 좋아. 또 새로운 걸 배우러 갈 수 있게~
 영화 감사합니다 ❤",6 months ago,@Estherrr.G,UCyddCfcz_fjZRh_o23Y5COQ,dMzBo6LT3bM
UgztoU-_tcMvSfI3slN4AaABAg.A7lmeLm3qL5A7lrIps_xb5,me too I refreshed the video then suddenly it's private😂,7 months ago,@goldl3147,UCUD_Z-bYCKVvM9cmOzE2cAg,dMzBo6LT3bM
UgztoU-_tcMvSfI3slN4AaABAg.A7lmeLm3qL5A7lrkuQUkn4, @goldl3147  IKR I thought something's wrong with my phone the second time 🤣,7 months ago,@Cosmiclatte-qn9ky,UCwaYITpnuSCbUH0oxwnZjRA,dMzBo6LT3bM
Ugw5-ekNChUG82Ppsg94AaABAg.A7njB7GlxylA8pYNB5KDrU,"정성가득한 댓글 보자마자 너무 감동이에요😭
항상 따스한 시선으로 봐주셔서 감사해요🙈 
그릇보는 재미도 있다니.. 앞으로 언박싱 영상도 종종 담아볼게요❤❤오늘도 영상 보러와주셔서 너무 감사해요 9월 마지막주도 잘 마무리하길 바랄게요😍🥰",6 months ago,@jhyun_u,UCyG7zAV_2JlPnxhwDxZN6sA,dMzBo6LT3bM
UgzBoT5G2_ALxkx_C7p4AaABAg,ㅋㅋㅋㅋㅋ온 정성 마음을 담아 너무너무 맛있다해주는 남편의 말투 넘 찰져요 ㅋㅋㅋㅋㅋㅋ영상 재밌게 잘 보았습니다. 9월은 소중한 것들로만 가득채워보는 그런 한달이 되어보아요 지현꿍님 ㅎㅎ ◡̈    ꢭ 😊❤❤❤❤❤❤,6 months ago,@Silver__2,UCRCEtFtjS4eWPZr8JfW9FYg,dMzBo6LT3bM
UgypIrCUGu_I9YFWPbp4AaABAg,지현님 저 내일 본가가는데 부모님께 해물찜 만들어 드려야겠어요 레시피 감사합니다 ㅎㅎ❤ 오늘도 영상 감사합니당ㅎㅎ❤❤,7 months ago (edited),@tv-tq3yj,UCqU_mxy1HbRZiN2wQNn0IMQ,dMzBo6LT3bM
UgyTBtZ1l9Zw7t1Uk7t4AaABAg,I hope you two stay happy together 💗,6 months ago,@اثينيا,UCBV4saYc4yt8NAeciC9UuvQ,dMzBo6LT3bM
